"","query","lat","lon","lat_min","lat_max","lon_min","lon_max"
"445","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"446","Christchurch, New Zealand",-43.530955,172.6366455,-43.6292014,-43.3890866,172.3930248,172.8216267
"447","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"448","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"449","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"450","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"451","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"452","Auckland, New Zealand",-36.8534665,174.7655514,-37.0134665,-36.6934665,174.6055514,174.9255514
"453","Whangarei, New Zealand",-35.7283469,174.3206488,-35.8883469,-35.5683469,174.1606488,174.4806488
"454","Te Awamutu, New Zealand",-38.0090215,175.3259275,-38.0490215,-37.9690215,175.2859275,175.3659275
"455","Te Aroha, New Zealand",-37.541398,175.7086487,-37.581398,-37.501398,175.6686487,175.7486487
"456","Taupo, New Zealand",-38.6866197,176.0694773,-38.7266197,-38.6466197,176.0294773,176.1094773
"457","Rotorua, New Zealand",-38.1381493,176.252922,-38.2981493,-37.9781493,176.092922,176.412922
"458","Te Aroha, New Zealand",-37.541398,175.7086487,-37.581398,-37.501398,175.6686487,175.7486487
